distance,spawn_category
472.60977560774177,Mid inland
267.37239947309445,Mid inland
56.568542494923804,Near inland
396.1413889004783,Coast
45.254833995939045,Near inland
248.90158697766472,Near inland
33.94112549695428,Near inland
305.47012947258855,Mid inland
56.568542494923804,Near inland
220.68982758613956,Mid inland
279.08421668019855,Near inland
171.20747647226156,Near inland
896.0357135739624,Far inland
28.844410203711913,Coast
73.7563556583431,Near inland
33.94112549695428,Near inland
738.2574076837969,Far inland
203.64675298172568,Mid inland
198.71587757398754,Mid inland
868.6172920222116,Far inland
611.045006525706,Far inland
622.2539674441618,Mid inland
647.6542287362911,Far inland
852.8540320594141,Far inland
40.0,Near inland
56.568542494923804,Near inland
56.568542494923804,Coast
556.5608681896348,Mid inland
223.14121089570165,Mid inland
22.627416997969522,Near inland
48.0,Near inland
321.29737004837125,Far inland
379.0514476954283,Mid inland
186.76188047886004,Near inland
712.8534211182548,Far inland
440.58143401645964,Mid inland
566.1377924145322,Mid inland
894.4271909999159,Far inland
79.19595949289332,Coast
469.55297890653407,Far inland
198.07069445023916,Near inland
16.0,Coast
345.1144737619679,Near inland
57.688820407423826,Near inland
459.07733553291433,Mid inland
428.28028205837353,Mid inland
45.254833995939045,Near inland
954.6517689712831,Mid inland
192.33304448274092,Near inland
186.76188047886004,Near inland
91.21403400793103,Near inland
588.3128419472075,Mid inland
554.0830262695293,Far inland
71.55417527999327,Near inland
483.52042356037043,Mid inland
97.32420048477151,Near inland
67.88225099390856,Near inland
1098.3624174196784,Far inland
1121.969696560473,Far inland
825.9007204258875,Far inland
667.5088014401009,Mid inland
175.6359872008012,Mid inland
22.627416997969522,Coast
489.50587330490737,Far inland
289.10897599348243,Far inland
566.1377924145322,Far inland
379.38898244414,Mid inland
221.2690669750293,Near inland
75.8946638440411,Near inland
157.58172482873766,Near inland
45.254833995939045,Near inland
473.6243236997019,Far inland
147.07821048680188,Far inland
68.81860213634101,Near inland
347.3326935374786,Near inland
475.31042488041436,Mid inland
209.990475974507,Mid inland
175.45369759569047,Mid inland
384.4164408554868,Far inland
57.688820407423826,Near inland
955.3554312401222,Far inland
282.842712474619,Mid inland
172.69626515938322,Mid inland
118.1185844818672,Near inland
266.4132128855474,Near inland
588.3128419472075,Mid inland
820.4194049387179,Far inland
552.2318353735142,Mid inland
316.7838379715733,Far inland
483.2556259372466,Mid inland
85.0411665018772,Near inland
577.4426378437948,Mid inland
50.59644256269407,Near inland
25.298221281347036,Coast
85.0411665018772,Near inland
67.88225099390856,Coast
248.51559307214507,Near inland
728.175802948711,Mid inland
1153.7764081484765,Far inland
56.568542494923804,Near inland
353.6325776848055,Mid inland
374.9773326482549,Far inland
115.37764081484765,Near inland
368.7817782917155,Mid inland
219.6724834839357,Mid inland
64.4980619863884,Near inland
267.37239947309445,Near inland
46.647615158762406,Coast
93.637599285757,Near inland
1278.6492873340992,Far inland
136.23509092741122,Near inland
90.50966799187809,Near inland
244.75293665245368,Far inland
96.33275663033837,Near inland
465.99570813474236,Mid inland
90.50966799187809,Near inland
611.8823416311342,Far inland
868.1750975465721,Far inland
419.980951949014,Mid inland
201.9108714259834,Mid inland
28.844410203711913,Near inland
277.7048793233565,Mid inland
373.3523804664971,Mid inland
889.0084364054145,Far inland
33.94112549695428,Near inland
80.0,Near inland
463.86204845837517,Far inland
296.86360504447157,Mid inland
389.6254611803495,Mid inland
85.0411665018772,Near inland
17.88854381999832,Near inland
237.58787847867995,Mid inland
724.0773439350247,Mid inland
51.22499389946279,Near inland
40.0,Near inland
693.4666538486188,Mid inland
273.0567706540162,Far inland
483.52042356037043,Mid inland
45.254833995939045,Near inland
144.22205101855957,Near inland
905.0966799187809,Far inland
28.844410203711913,Near inland
104.30723848324239,Mid inland
395.9797974644666,Near inland
40.0,Near inland
90.50966799187809,Near inland
265.9323222175146,Mid inland
516.2944896084017,Far inland
315.56932677305633,Mid inland
158.39191898578665,Mid inland
435.3940743740089,Far inland
181.37254478007415,Mid inland
40.0,Near inland
196.1224107541002,Near inland
339.599764428658,Mid inland
91.21403400793103,Near inland
662.0694827584186,Far inland
487.01540016718155,Mid inland
46.647615158762406,Near inland
33.94112549695428,Coast
28.844410203711913,Coast
90.50966799187809,Near inland
40.792156108742276,Near inland
675.2303310722941,Far inland
71.55417527999327,Near inland
93.29523031752481,Near inland
1107.3861115256955,Far inland
394.92784151031947,Mid inland
271.7646040234085,Mid inland
104.0,Near inland
561.7116698093427,Far inland
60.92618484691127,Near inland
600.8527273800128,Far inland
341.76014981270123,Mid inland
314.5536520214,Mid inland
124.45079348883236,Mid inland
56.568542494923804,Coast
56.568542494923804,Near inland
171.20747647226156,Near inland
367.7390379059585,Mid inland
368.3476618630828,Far inland
56.568542494923804,Near inland
17.88854381999832,Coast
706.223760574508,Far inland
536.9543742255947,Mid inland
328.09754647055803,Mid inland
67.88225099390856,Near inland
532.8864794681884,Far inland
1035.7451423974915,Mid inland
33.94112549695428,Near inland
328.09754647055803,Mid inland
571.59426169268,Mid inland
45.254833995939045,Near inland
106.73331251301067,Near inland
351.45412218382074,Far inland
56.568542494923804,Coast
277.2435752186153,Near inland
960.5331852674326,Mid inland
78.79086241436883,Mid inland
40.0,Near inland
96.66436778875658,Near inland
361.77340974704043,Far inland
113.13708498984761,Near inland
147.07821048680188,Mid inland
40.0,Near inland
155.3319027115808,Near inland
360.0,Near inland
102.44998779892558,Near inland
71.55417527999327,Near inland
163.1686244349691,Mid inland
241.8594633252956,Near inland
45.254833995939045,Coast
260.4611295375953,Mid inland
582.2439351337204,Near inland
33.94112549695428,Near inland
315.2649679238085,Mid inland
45.254833995939045,Coast
33.94112549695428,Coast
576.9991334482228,Far inland
1063.0371583345523,Far inland
391.3463938763203,Near inland
124.45079348883236,Mid inland
178.88543819998318,Near inland
101.82337649086284,Mid inland
32.984845004941285,Near inland
339.4112549695428,Mid inland
67.88225099390856,Near inland
90.50966799187809,Near inland
555.6977595779922,Mid inland
1198.452335305831,Far inland
426.7083312990268,Mid inland
73.7563556583431,Near inland
190.1578291840754,Mid inland
257.6198750096739,Mid inland
622.6138450114967,Near inland
64.4980619863884,Near inland
45.254833995939045,Near inland
85.0411665018772,Near inland
130.23056476879765,Near inland
203.64675298172568,Near inland
128.9961239727768,Near inland
45.254833995939045,Near inland
58.240879114244144,Near inland
45.254833995939045,Near inland
24.0,Coast
1210.6196760337245,Far inland
73.7563556583431,Near inland
72.44308110509934,Near inland
40.0,Coast
40.0,Near inland
131.93938001976514,Near inland
56.568542494923804,Near inland
220.68982758613956,Near inland
435.6145084819834,Mid inland
578.7711119259495,Mid inland
615.1682696628623,Far inland
639.4497634685621,Far inland
152.8397853963424,Near inland
33.94112549695428,Near inland
22.627416997969522,Near inland
363.18590281011734,Near inland
616.6230615213804,Far inland
254.62128740543278,Mid inland
515.0533952902359,Mid inland
135.7645019878171,Near inland
32.984845004941285,Near inland
78.79086241436883,Near inland
40.0,Near inland
68.35202996254024,Near inland
322.0931542271583,Far inland
1031.1314174245686,Mid inland
523.0066921177969,Far inland
22.627416997969522,Near inland
233.23807579381202,Near inland
122.11470017978998,Near inland
854.2037227734377,Far inland
639.3997184860187,Far inland
33.94112549695428,Near inland
151.7893276880822,Near inland
396.6257681996973,Far inland
217.6235281397671,Mid inland
377.6135590785903,Mid inland
85.0411665018772,Near inland
8.0,Coast
32.984845004941285,Near inland
490.1591578252925,Far inland
376.0850967533811,Mid inland
32.984845004941285,Near inland
97.65244492586962,Mid inland
368.3476618630828,Far inland
418.7600745056768,Mid inland
135.7645019878171,Near inland
35.77708763999664,Coast
349.9028436580646,Mid inland
416.076915966267,Mid inland
96.33275663033837,Mid inland
58.240879114244144,Near inland
33.94112549695428,Near inland
62.48199740725323,Near inland
557.2503925525759,Far inland
62.48199740725323,Mid inland
33.94112549695428,Near inland
186.76188047886004,Near inland
232.0,Far inland
132.4235628579748,Mid inland
124.45079348883236,Near inland
277.2435752186153,Far inland
62.48199740725323,Near inland
220.68982758613956,Mid inland
40.0,Coast
56.568542494923804,Near inland
32.984845004941285,Near inland
209.3800372528384,Mid inland
124.45079348883236,Near inland
192.33304448274092,Near inland
464.06896039274164,Far inland
203.64675298172568,Far inland
43.08131845707603,Near inland
56.568542494923804,Near inland
64.4980619863884,Near inland
260.4611295375953,Near inland
158.39191898578665,Near inland
80.0,Near inland
475.1757569573599,Mid inland
67.88225099390856,Near inland
226.27416997969522,Near inland
172.32527382830412,Mid inland
412.9116128180461,Far inland
148.8086019019062,Near inland
702.9082443676415,Mid inland
305.47012947258855,Near inland
633.5676759431466,Far inland
78.79086241436883,Mid inland
35.77708763999664,Near inland
531.8646444350292,Far inland
243.3105012119288,Mid inland
831.730725655846,Far inland
584.0,Near inland
792.1615996752178,Far inland
90.50966799187809,Near inland
322.49030993194197,Mid inland
422.4121210382107,Mid inland
25.298221281347036,Coast
33.94112549695428,Near inland
429.9209229614209,Mid inland
186.59046063504962,Mid inland
393.30395370501935,Mid inland
430.0697617828996,Far inland
22.627416997969522,Coast
687.6743415309313,Far inland
217.6235281397671,Near inland
568.2253074265524,Far inland
503.491807281906,Mid inland
56.568542494923804,Near inland
376.0850967533811,Far inland
79.19595949289332,Near inland
147.07821048680188,Near inland
51.22499389946279,Near inland
35.77708763999664,Near inland
28.844410203711913,Near inland
1442.50892544899,Far inland
68.81860213634101,Coast
126.49110640673517,Near inland
32.984845004941285,Near inland
523.1290471766981,Far inland
28.844410203711913,Near inland
33.94112549695428,Near inland
401.9950248448356,Far inland
297.6172038038124,Mid inland
219.6724834839357,Mid inland
40.0,Near inland
322.49030993194197,Far inland
57.688820407423826,Near inland
17.88854381999832,Coast
118.92854997854805,Coast
40.0,Near inland
198.07069445023916,Mid inland
888.1441324469807,Far inland
97.65244492586962,Near inland
51.22499389946279,Near inland
90.50966799187809,Near inland
45.254833995939045,Near inland
169.7056274847714,Near inland
209.3800372528384,Mid inland
616.6230615213804,Near inland
32.984845004941285,Near inland
33.94112549695428,Near inland
33.94112549695428,Coast
305.47012947258855,Mid inland
488.0,Near inland
48.662100242385755,Coast
582.6834475081646,Far inland
277.2435752186153,Near inland
33.94112549695428,Near inland
25.298221281347036,Near inland
402.31331074176506,Far inland
516.2944896084017,Far inland
111.42710621747295,Near inland
150.30635382444748,Mid inland
51.22499389946279,Near inland
497.9317222270539,Far inland
433.84789961459995,Near inland
80.0,Near inland
101.82337649086284,Mid inland
202.3857702507763,Near inland
33.94112549695428,Coast
355.07745633875436,Mid inland
379.0514476954283,Far inland
417.3823187438586,Mid inland
51.22499389946279,Near inland
135.7645019878171,Mid inland
0.0,Ocean
538.9174333791773,Mid inland
35.77708763999664,Near inland
56.568542494923804,Near inland
735.3910524340095,Mid inland
186.07525359380813,Near inland
995.8634444541078,Mid inland
53.665631459994955,Near inland
582.9030794222998,Far inland
984.2926394116741,Mid inland
376.59527347007423,Far inland
537.6095237251661,Far inland
243.3105012119288,Mid inland
32.984845004941285,Near inland
483.52042356037043,Far inland
17.88854381999832,Near inland
356.4267105591274,Mid inland
386.07771238443695,Far inland
771.0771686413754,Far inland
35.77708763999664,Near inland
395.9797974644666,Mid inland
96.33275663033837,Near inland
543.0580079512685,Mid inland
22.627416997969522,Near inland
28.844410203711913,Coast
32.984845004941285,Near inland
45.254833995939045,Near inland
60.92618484691127,Near inland
107.62899237658968,Mid inland
241.8594633252956,Near inland
418.60721446243616,Far inland
475.7141999141922,Mid inland
604.675119382301,Far inland
644.9806198638839,Far inland
51.22499389946279,Near inland
17.88854381999832,Near inland
25.298221281347036,Near inland
481.33148660772235,Far inland
33.94112549695428,Near inland
580.9784849716898,Far inland
136.23509092741122,Mid inland
192.33304448274092,Far inland
85.0411665018772,Coast
695.6320866665079,Far inland
168.1903683330291,Mid inland
388.0618507403169,Far inland
121.85236969382254,Mid inland
45.254833995939045,Coast
147.07821048680188,Near inland
67.88225099390856,Coast
107.62899237658968,Near inland
437.154434954056,Far inland
33.94112549695428,Coast
45.254833995939045,Near inland
1196.608540835306,Far inland
288.5550207499429,Far inland
792.0404030098465,Mid inland
735.3910524340095,Far inland
40.0,Near inland
85.0411665018772,Near inland
45.254833995939045,Near inland
22.627416997969522,Near inland
1250.1775873850884,Far inland
85.0411665018772,Near inland
33.94112549695428,Coast
561.426753904728,Far inland
565.7985507227816,Mid inland
62.48199740725323,Near inland
101.82337649086284,Mid inland
113.13708498984761,Mid inland
90.50966799187809,Near inland
25.298221281347036,Near inland
633.5676759431466,Far inland
464.06896039274164,Mid inland
45.254833995939045,Near inland
769.7064375461596,Far inland
45.254833995939045,Near inland
96.33275663033837,Near inland
664.7706371373513,Far inland
51.22499389946279,Coast
32.984845004941285,Coast
56.568542494923804,Near inland
305.47012947258855,Near inland
40.0,Near inland
694.7114508916634,Far inland
56.568542494923804,Near inland
230.7552816296953,Mid inland
144.22205101855957,Mid inland
379.0514476954283,Mid inland
33.94112549695428,Coast
62.48199740725323,Near inland
487.01540016718155,Far inland
815.8431221748456,Mid inland
538.1449618829485,Far inland
203.64675298172568,Far inland
254.62128740543278,Near inland
203.64675298172568,Mid inland
101.82337649086284,Near inland
135.7645019878171,Near inland
28.844410203711913,Near inland
57.688820407423826,Near inland
40.0,Near inland
33.94112549695428,Coast
212.56528408938277,Mid inland
304.9458968407347,Far inland
311.58947350640716,Far inland
118.92854997854805,Near inland
356.78564993564413,Far inland
730.1506693826966,Mid inland
56.568542494923804,Near inland
295.13386793114745,Mid inland
45.254833995939045,Near inland
40.0,Near inland
91.21403400793103,Coast
235.42302351299458,Near inland
186.76188047886004,Mid inland
56.568542494923804,Near inland
465.1021393199563,Far inland
221.2690669750293,Mid inland
543.0580079512685,Mid inland
158.79546593023366,Mid inland
81.58431221748455,Near inland
1080.592430104894,Far inland
419.980951949014,Mid inland
458.4495610206209,Far inland
192.0,Mid inland
516.2944896084017,Far inland
67.88225099390856,Near inland
56.568542494923804,Near inland
232.55106965997814,Near inland
203.64675298172568,Near inland
45.254833995939045,Near inland
57.688820407423826,Coast
384.0833242930497,Near inland
68.35202996254024,Near inland
615.7402049566034,Far inland
704.9538992019266,Far inland
51.22499389946279,Near inland
40.0,Near inland
496.06451193367985,Far inland
79.19595949289332,Coast
749.7839688870388,Far inland
62.48199740725323,Near inland
624.8199740725323,Far inland
243.70473938764508,Far inland
696.9189335927099,Far inland
214.96046148071045,Mid inland
105.22357150372724,Near inland
56.568542494923804,Near inland
672.7614733321165,Mid inland
56.568542494923804,Near inland
25.298221281347036,Near inland
412.98910397248983,Mid inland
328.09754647055803,Far inland
163.1686244349691,Mid inland
141.53444810363305,Mid inland
40.0,Near inland
82.365041127896,Near inland
271.7646040234085,Mid inland
67.88225099390856,Near inland
316.9858040985432,Near inland
62.48199740725323,Near inland
51.22499389946279,Near inland
690.1362184380704,Mid inland
175.45369759569047,Mid inland
782.6927877526406,Mid inland
67.88225099390856,Coast
496.7735902803208,Mid inland
195.30488985173923,Mid inland
565.7985507227816,Far inland
190.1578291840754,Near inland
22.627416997969522,Coast
45.254833995939045,Near inland
56.568542494923804,Near inland
209.990475974507,Mid inland
90.50966799187809,Near inland
56.568542494923804,Near inland
792.6865710985647,Far inland
473.3539901595845,Mid inland
384.0833242930497,Far inland
56.568542494923804,Near inland
226.27416997969522,Near inland
57.688820407423826,Near inland
45.254833995939045,Near inland
412.98910397248983,Mid inland
260.2152954766495,Mid inland
384.66608896548183,Far inland
79.19595949289332,Near inland
791.9595949289333,Mid inland
73.7563556583431,Near inland
79.19595949289332,Near inland
126.49110640673517,Near inland
158.79546593023366,Mid inland
203.9607805437114,Far inland
185.55861607589122,Near inland
35.77708763999664,Near inland
232.0,Mid inland
90.50966799187809,Near inland
